numeropol,marque_voiture,couleur_voiture,presence_alarme,license_plate
2986,VOLKSWAGEN,Autre,1,CSB 405
3009,RENAULT,Autre,1,305 SDZ
3009,PEUGEOT,Autre,1,RAJO 995
3010,FIAT,Autre,1,MVC-1583
3014,Autres,Autre,1,VOT 241
3015,BMW,Autre,0,JGF 884
3015,FORD,Autre,0,USX 109
3020,FORD,Autre,1,CWO27
3021,VOLKSWAGEN,Autre,1,XQSW 424
3039,FORD,Autre,1,HOR 289
3041,LANCIA,Autre,1,657 KWM
3045,HONDA,Autre,0,BF2 91B
3045,PEUGEOT,Autre,0,170819
3050,VOLKSWAGEN,Autre,0,52 27VT
3051,HONDA,Autre,1,030 252
3058,FORD,Autre,0,862 7EK
3058,MITSUBISHI,Autre,0,JTV 189
3058,SKODA,Autre,0,483 WBH
3062,Autres,Autre,1,929 TPU
3062,SUBARU,Autre,1,RIT 363
3085,MAZDA,Autre,1,EM 3663
3100,MERCEDES-B,Autre,0,858 CLT
3104,VOLKSWAGEN,Autre,0,KZE30
3104,HONDA,Autre,0,HRK 786
3107,Autres,Autre,0,VJ8 35C
3107,VOLKSWAGEN,Autre,1,RQG 682
3111,VOLKSWAGEN,Autre,0,838 081
3115,RENAULT,Autre,1,868399
3115,DAEWOO,Autre,1,011 DWW
3119,VOLKSWAGEN,Autre,0,KXQQ 664
3120,MAZDA,Autre,1,QL0 360
3120,GM,Autre,0,LFT 628
3126,TOYOTA,Autre,1,NG0 407
3141,FORD,Autre,1,OIP-1465
3149,GM,Autre,0,078 FWY
3165,FORD,Autre,1,KS1 24V
3204,MAZDA,Autre,0,ISH 348
3222,NISSAN,Autre,1,PSD85
3235,TOYOTA,Autre,1,GVRM-532
3235,RENAULT,Autre,1,BEL 729
3240,RENAULT,Rouge,1,588 CET
3240,GM,Rouge,0,HNO-9162
3277,TOYOTA,Autre,0,KJU14
3279,PEUGEOT,Autre,1,995 VGB
3280,RENAULT,Autre,0,LDK 956
3280,HONDA,Autre,0,602612
3287,TOYOTA,Autre,1,T72 ZAK
3291,TOYOTA,Autre,1,N65 XGQ
3292,FIAT,Autre,1,ZFB-8432
3302,TOYOTA,Autre,0,ZDO 419
3304,GM,Autre,0,SI 5745
3304,BMW,Autre,0,IPE 099
3310,GM,Autre,1,952 172
3310,RENAULT,Autre,1,GVEH-587
3310,FIAT,Autre,0,T85 EVL
3317,RENAULT,Autre,0,GPO 075
3317,BMW,Autre,0,VBM44
3328,AUDI,Autre,0,JPLM 607
3331,SUZUKI,Autre,0,897475
3398,PEUGEOT,Autre,1,CKI 601
3400,RENAULT,Autre,1,NAG-0362
3400,VOLKSWAGEN,Autre,0,R02 TTR
3402,HONDA,Autre,0,OGFE 184
3409,FORD,Autre,1,GVPE-198
3414,HONDA,Autre,0,XLH12
3414,HONDA,Autre,1,R27 RPL
3438,TOYOTA,Autre,0,DSKZ 910
3443,NISSAN,Autre,0,706259
3448,HONDA,Autre,1,IHP39
3450,RENAULT,Autre,0,99 33NP
3455,FORD,Autre,1,O96 RTH
3463,HONDA,Autre,0,A97 CHV
3464,AUDI,Autre,0,QLE 131
3464,VOLKSWAGEN,Autre,0,26 42QM
3479,RENAULT,Autre,0,335 5PQ
3480,PEUGEOT,Autre,1,YVB 042
3492,PEUGEOT,Autre,0,IM 4956
3503,BMW,Autre,0,KLP 020
3503,BMW,Autre,1,BER 704
3509,RENAULT,Autre,1,EKX 767
3509,Autres,Autre,0,745332
3511,PEUGEOT,Autre,0,881 667
3511,ROVER,Autre,0,YQR64
3511,Autres,Autre,0,E01 SFZ
3548,NISSAN,Autre,1,I60 SXO
3552,LADA,Autre,1,RUA85
3552,PEUGEOT,Autre,1,UON 516
3552,FIAT,Autre,1,YAF 474
3552,NISSAN,Autre,1,R77 SXV
3552,DAIHATSU,Autre,1,100 ANC
3565,CHRYSLER,Autre,0,LQF 468
3574,BMW,Autre,0,409 166
3588,LANCIA,Autre,0,878 306
3602,BMW,Autre,1,FMM-3824
3602,TOYOTA,Autre,1,GVVY-724
3608,PEUGEOT,Autre,1,CJ8 76P
3608,RENAULT,Autre,0,164 VAR
3610,MAZDA,Autre,1,BR 4674
3637,ROVER,Autre,0,270 NOZ
3641,HONDA,Autre,1,413 VPZ
3641,PEUGEOT,Autre,1,JE9 816
3649,TOYOTA,Autre,1,FQMD 140
3649,HONDA,Autre,0,624 8JT
3651,SAAB,Autre,0,497 WXM
3651,AUDI,Autre,0,ZK 6903
3669,ALFA ROMEO,Autre,1,GVKF-829
3672,FORD,Autre,1,NAV60
3677,RENAULT,Autre,0,707 KSW
3696,AUDI,Autre,0,DPV 710
3706,TOYOTA,Autre,0,JPCW 987
3709,NISSAN,Autre,1,AQ5 423
3717,PEUGEOT,Rouge,1,AOG 643
3718,RENAULT,Autre,0,QUL 766
3718,MAZDA,Autre,0,XDC 304
3718,RENAULT,Autre,1,CEY77
3728,HONDA,Autre,1,Z39 THM
3735,MERCEDES-B,Autre,0,GVQR-213
3754,TOYOTA,Autre,0,SU 7540
3754,TOYOTA,Autre,1,958589
3754,RENAULT,Autre,0,XE 1688
3782,FIAT,Autre,0,173994
3783,VOLKSWAGEN,Autre,0,310 3SR
3785,RENAULT,Autre,1,CEA 224
3808,LANCIA,Autre,0,PIGS 857
3825,TOYOTA,Autre,0,547 IJJ
3825,MITSUBISHI,Autre,0,PX0 01A
3835,GM,Autre,0,071996
3835,HONDA,Autre,0,PO5 112
3838,PEUGEOT,Autre,1,UBI 945
3851,VOLKSWAGEN,Autre,0,QLUS 903
3856,FORD,Autre,1,897 0JU
3861,GM,Autre,1,AG9 71R
3868,VOLKSWAGEN,Autre,0,DW1 777
3868,MERCEDES-B,Autre,0,GVOO-900
3877,DAIHATSU,Autre,1,61 38XD
3887,VOLKSWAGEN,Rouge,1,886 848
3909,NISSAN,Autre,1,ZJN83
3909,NISSAN,Autre,0,745456
3909,FIAT,Autre,1,GVQO-045
3914,AUDI,Autre,1,893 9AQ
3914,HONDA,Autre,0,920094
3954,TOYOTA,Autre,1,HCA63
3954,PEUGEOT,Autre,0,813 TKB
3954,FORD,Autre,0,096 3AA
3954,VOLKSWAGEN,Autre,0,ZSAU 538
3963,NISSAN,Autre,0,KZM 338
3963,MERCEDES-B,Autre,0,YMP 593
3971,MERCEDES-B,Autre,0,08 97LO
3985,TOYOTA,Autre,1,OO 2408
3991,MERCEDES-B,Autre,0,CDQ-1436
4009,RENAULT,Autre,0,HD 5896
4009,RENAULT,Autre,1,ZJF 542
4009,FIAT,Autre,1,981 314
4013,HONDA,Autre,0,637 KZW
4031,FIAT,Autre,1,105 AFK
4044,BMW,Autre,0,OK1 108
4047,FORD,Autre,0,42 22LJ
4056,RENAULT,Autre,0,LMM 827
4064,MITSUBISHI,Autre,1,GJZ 010
4075,TOYOTA,Autre,1,090 7FG
4075,TOYOTA,Autre,0,QSI 196
4078,RENAULT,Autre,1,JW 6601
4107,HONDA,Autre,1,FS 6498
4118,HONDA,Autre,0,ZS 2185
4120,SUZUKI,Autre,1,DU 0130
4120,SUZUKI,Autre,0,RYT 604
4129,VOLKSWAGEN,Autre,0,EXLF 935
4139,VOLKSWAGEN,Autre,0,PV1 83P
4142,HONDA,Autre,0,SQ9 07S
4150,RENAULT,Autre,1,851 YUF
4150,ROVER,Autre,1,XYY 079
4154,FORD,Autre,1,921 ZZE
4154,Autres,Autre,0,585754
4172,RENAULT,Autre,1,GL 3829
4172,RENAULT,Autre,0,096 QWY
4188,VOLKSWAGEN,Autre,0,H92 VZA
4188,VOLKSWAGEN,Autre,1,IM 2905
4196,HONDA,Autre,0,WL 8805
4208,HONDA,Autre,1,UAI 825
4208,RENAULT,Autre,1,AS 7176
4261,RENAULT,Rouge,0,RKS 915
4262,PEUGEOT,Autre,1,YTP01
4262,MAZDA,Autre,0,EGH 694
4296,GM,Autre,0,573 198
4309,GM,Autre,1,E70 CEL
4309,RENAULT,Autre,1,QL0 97F
4311,TOYOTA,Autre,1,MLV 164
4311,GM,Autre,1,L49 AZM
4311,GM,Autre,0,NWY 570
4329,VOLVO,Rouge,0,YW8 10U
4329,VOLKSWAGEN,Rouge,0,505 PRV
4352,SAAB,Autre,0,A24 UFA
4352,ALFA ROMEO,Autre,0,329 259
4355,VOLKSWAGEN,Autre,0,JVZ 062
4355,RENAULT,Autre,0,770 728
4369,MITSUBISHI,Autre,0,KDI 373
4371,VOLKSWAGEN,Autre,0,BWG01
4378,VOLKSWAGEN,Autre,1,KMO 325
4378,FORD,Autre,1,M52 HIV
4387,VOLKSWAGEN,Autre,0,UTM08
4403,NISSAN,Autre,1,178 JEN
4403,AUDI,Autre,1,MU 7573
4418,HONDA,Autre,1,62 62KA
4426,LANCIA,Autre,1,DLD 797
4426,RENAULT,Autre,1,LGC 007
4437,FORD,Autre,1,KNK-0479
4441,HYUNDAI,Autre,1,PH 0233
4483,HONDA,Autre,1,16 31IQ
4483,VOLKSWAGEN,Autre,1,NKN 032
4485,SEAT,Autre,1,ZA 5183
4485,SUZUKI,Autre,1,UT6 27H
4498,VOLKSWAGEN,Autre,0,715 NXE
4509,NISSAN,Autre,1,52 78VE
4513,ROVER,Autre,0,TO5 326
4516,GM,Autre,1,022 319
4532,AUDI,Autre,0,866 MZW
4536,RENAULT,Autre,1,LWJ 218
4536,FORD,Autre,0,BSD 454
4552,HONDA,Autre,0,63 10UY
4556,GM,Autre,1,YZI 643
4556,PEUGEOT,Autre,0,AVP 812
4563,AUDI,Autre,0,QP3 88R
4563,Autres,Autre,0,CFK91
4563,CHRYSLER,Autre,0,GVKA-667
4568,VOLKSWAGEN,Rouge,0,ULK 166
4576,FORD,Autre,1,LP 5672
4576,RENAULT,Autre,1,QJ5 12X
4589,SAAB,Autre,0,584 SPT
4589,HONDA,Autre,0,936 CDZ
4600,FORD,Autre,1,NCG 046
4601,HONDA,Autre,1,135 BQT
4626,SUZUKI,Autre,0,TZ0 711
4626,MERCEDES-B,Autre,0,133811
4629,PEUGEOT,Rouge,0,PUVT 762
4631,GM,Autre,0,YH7 74S
4637,HONDA,Autre,0,VUM 309
4637,PEUGEOT,Autre,0,CH9 551
4646,VOLKSWAGEN,Autre,1,GVNA-959
4700,VOLKSWAGEN,Autre,1,218 ZBW
4707,FORD,Autre,1,407 LIH
4716,TOYOTA,Autre,0,GVCJ-524
4717,TOYOTA,Autre,0,C44 IRS
4717,GM,Autre,1,DRF 857
4717,VOLKSWAGEN,Autre,1,60 26AJ
4754,FORD,Autre,1,IB2 30E
4755,BMW,Autre,0,IPS 806
4755,ALFA ROMEO,Autre,0,JJJ 801
4792,GM,Autre,1,GR6 29O
4800,AUDI,Autre,1,RED-9359
4800,BMW,Autre,0,828 AXP
4802,TOYOTA,Autre,0,BQB 699
4819,PEUGEOT,Autre,1,GYDQ 871
4819,NISSAN,Autre,1,521875
4819,PEUGEOT,Autre,0,ZG 6209
4843,RENAULT,Autre,1,955 7IO
4848,HONDA,Autre,1,389 TYH
4848,HONDA,Autre,0,864 MOF
4858,HONDA,Autre,1,FE 9036
4858,HONDA,Autre,0,SP 1178
4867,ALFA ROMEO,Autre,0,780 757
4867,SUZUKI,Autre,0,280 5QA
4867,BMW,Autre,0,QS 0519
4875,FORD,Autre,0,YRW 698
4875,RENAULT,Autre,0,310466
4887,HONDA,Autre,1,WAP-0065
4900,HONDA,Autre,1,CPL-0247
4930,RENAULT,Autre,1,474 SQX
4935,NISSAN,Rouge,1,VI6 28O
4935,FORD,Rouge,0,TLF 649
4941,GM,Autre,0,ZYO 426
4967,MAZDA,Autre,0,G19 JHJ
4974,VOLKSWAGEN,Autre,0,IJD-7358
4989,GM,Autre,1,871 5YJ
4999,NISSAN,Autre,1,BSR 095
5008,SUBARU,Autre,0,PG8 769
5017,HONDA,Autre,1,GVFX-950
5021,FORD,Autre,1,488041
5029,HONDA,Autre,0,XU3 690
5031,MAZDA,Autre,1,093930
5031,MAZDA,Autre,0,FXOK 496
5041,FORD,Autre,1,792217
5062,HONDA,Autre,0,590 XTA
5062,RENAULT,Autre,1,379 KXY
5065,RENAULT,Autre,1,132951
5071,PEUGEOT,Autre,0,AL 2297
5071,PEUGEOT,Autre,1,CDQ 342
5071,FIAT,Autre,1,US1 082
5071,FORD,Autre,1,GLWS 505
5074,HYUNDAI,Autre,0,77 70DT
5077,TOYOTA,Autre,1,KBM 851
5105,AUDI,Autre,0,973 8PQ
5106,FIAT,Autre,1,Q54 EKV
5119,NISSAN,Autre,0,OWJ 724
5150,LADA,Autre,0,ZNC 049
5150,VOLKSWAGEN,Autre,0,GVLG-145
5162,NISSAN,Autre,1,GIIT 832
5167,VOLKSWAGEN,Autre,0,897 AKA
5167,FORD,Autre,0,716657
5180,HONDA,Autre,1,792 029
5197,ALFA ROMEO,Autre,0,UW7 04M
5213,GM,Autre,1,09 83IG
5213,TOYOTA,Autre,1,RM0 217
5213,SUZUKI,Autre,1,631494
5213,RENAULT,Autre,0,WO 9770
5213,SEAT,Autre,0,GVDR-105
5223,HONDA,Autre,0,133 CIU
5228,HONDA,Autre,1,964 6ET
5228,FORD,Autre,1,HY4 869
5253,NISSAN,Autre,0,LBI 658
5258,VOLKSWAGEN,Autre,0,XI7 362
5258,BMW,Autre,0,LU 5965
5266,FIAT,Autre,1,BZF-8537
5266,ALFA ROMEO,Autre,1,UN 2654
5267,PEUGEOT,Autre,1,GF 0885
5283,HONDA,Autre,0,POFJ 290
5284,VOLKSWAGEN,Autre,1,GVCN-565
5286,MAZDA,Autre,1,BGS 781
5286,PEUGEOT,Autre,1,YN 6736
5286,AUDI,Autre,1,544 XGS
5312,MAZDA,Autre,1,VOI 628
5317,BMW,Autre,1,QAR 869
5318,FORD,Autre,1,GN1 52M
5320,GM,Autre,1,EIZ 572
5325,AUDI,Autre,0,90 16MY
5325,RENAULT,Autre,0,927 XCQ
5327,FORD,Autre,0,LXQ 565
5337,RENAULT,Autre,0,IDA 958
5351,GM,Rouge,1,73 59GG
5372,VOLKSWAGEN,Autre,0,605 317
5372,AUDI,Autre,0,58 34SK
5376,LADA,Autre,1,EF 6426
5387,PEUGEOT,Autre,0,HSS 966
5415,VOLKSWAGEN,Autre,0,GVQA-897
5418,GM,Autre,1,RZS 515
5418,Autres,Autre,0,214 292
5431,GM,Autre,1,ZEF36
5434,RENAULT,Rouge,1,504 0XS
5445,HONDA,Autre,0,GQ7 446
5452,HONDA,Autre,1,72 20QK
5452,HONDA,Autre,0,BJW67
5456,VOLKSWAGEN,Autre,0,421 955
5469,TOYOTA,Rouge,1,081473
5469,RENAULT,Rouge,0,CPN 395
5476,MITSUBISHI,Autre,1,SBV99
5476,SEAT,Autre,0,WG0 33F
5480,RENAULT,Autre,0,07 56AU
5499,TOYOTA,Rouge,0,PCQ 292
5506,ALFA ROMEO,Autre,1,KDL 222
5525,MAZDA,Autre,0,AJJ 230
5533,HONDA,Autre,1,FJ 4771
5545,FORD,Autre,1,953456
5545,MAZDA,Autre,1,RKI 322
5546,NISSAN,Autre,0,ATK 340
5569,RENAULT,Autre,0,50 64EM
5575,AUDI,Autre,1,FFNU 561
5584,TOYOTA,Autre,1,864560
5584,TOYOTA,Autre,0,GVHH-848
5586,HONDA,Autre,0,883 BBB
5592,SAAB,Rouge,0,FET 307
5595,VOLVO,Autre,0,ZIFO 729
5609,TOYOTA,Autre,1,914 BAZ
5617,FORD,Autre,1,NHI 196
5617,HONDA,Autre,1,ROX 142
5617,VOLKSWAGEN,Autre,1,955 3JN
5617,RENAULT,Autre,0,NJE 115
5628,FORD,Autre,1,LS1 48Q
5628,TOYOTA,Autre,0,GT 2001
5645,VOLKSWAGEN,Autre,1,F62 KJI
5645,VOLKSWAGEN,Autre,0,GKA 001
5667,GM,Autre,0,WKY 588
5682,NISSAN,Autre,0,NK2 10A
5694,AUDI,Autre,0,LPC 623
5707,BMW,Autre,0,153 IBC
5707,TOYOTA,Autre,1,DMP15
5708,HONDA,Autre,0,564685
5708,MERCEDES-B,Autre,0,P43 WPL
5711,VOLKSWAGEN,Autre,0,F66 HTP
5716,VOLKSWAGEN,Autre,1,361 801
5716,FORD,Autre,1,XJD85
5716,TOYOTA,Autre,1,850 BXX
5722,HONDA,Autre,1,JMD31
5729,FIAT,Autre,1,ZT 3335
5737,FIAT,Rouge,0,MABT 026
5750,TOYOTA,Autre,1,EY 7700
5750,HONDA,Autre,0,541 SLE
5759,NISSAN,Autre,1,MPV 290
5759,NISSAN,Autre,0,FX 7618
5769,FORD,Autre,0,349 239
5769,HONDA,Autre,0,214 ODJ
5771,MERCEDES-B,Autre,0,LKF 369
5773,BMW,Autre,0,727325
5785,VOLKSWAGEN,Autre,0,KIN-8654
5788,GM,Autre,1,FL 4059
5795,RENAULT,Autre,1,CY 1704
5795,MITSUBISHI,Autre,1,52 35LD
5795,PEUGEOT,Autre,1,SS 1624
5806,BMW,Autre,0,FQ 9549
5822,RENAULT,Autre,0,POXW 682
5822,HONDA,Autre,1,J16 GNZ
5836,HONDA,Autre,0,477888
5842,AUDI,Autre,0,YAQ-4301
5844,RENAULT,Autre,1,213819
5844,FORD,Autre,1,GVKA-472
5856,HONDA,Rouge,1,991 251
5856,VOLKSWAGEN,Rouge,0,622 BXH
5880,HONDA,Autre,0,LB0 020
5882,SUBARU,Autre,0,AII 487
5915,LANCIA,Autre,1,47 62KC
5927,LADA,Autre,0,XVI 174
5932,TOYOTA,Autre,0,UZS-4500
5938,BMW,Rouge,0,GGPM 605
5955,VOLKSWAGEN,Rouge,1,XJUH 850
5955,VOLKSWAGEN,Rouge,0,MQ 2975
5959,NISSAN,Autre,1,ZIP 269
5963,TOYOTA,Rouge,1,PAR 451
5963,NISSAN,Rouge,1,28 05YY
5963,RENAULT,Rouge,1,604 GZG
5963,GM,Rouge,1,908 MSF
5991,FORD,Autre,1,HX5 77R
5991,RENAULT,Autre,1,INW70
5991,PEUGEOT,Autre,0,Y89 GHK
6003,NISSAN,Autre,1,OYV 317
6025,RENAULT,Autre,1,098496
6025,FIAT,Autre,1,GVNI-973
6038,HONDA,Autre,1,345474
6038,TOYOTA,Autre,1,I32 AVY
6038,SUZUKI,Autre,1,AVZ 899
6040,FORD,Autre,1,78 44NL
6044,MAZDA,Autre,0,336462
6044,VOLKSWAGEN,Autre,0,MJT 240
6044,MERCEDES-B,Autre,0,136 045
6059,GM,Autre,0,FGIN 866
6059,FORD,Autre,0,FFY 415
6068,GM,Autre,1,45 51UA
6068,GM,Autre,0,WK4 78J
6086,BMW,Autre,1,GVXL-504
6089,GM,Autre,0,ZMKW 785
6092,TOYOTA,Autre,0,119874
6094,BMW,Autre,0,IEY24
6096,PEUGEOT,Autre,0,19 31LB
6124,PEUGEOT,Autre,1,GVRF-452
6124,PEUGEOT,Autre,0,K04 AQY
6125,FORD,Autre,1,FUT 911
6137,FORD,Autre,1,TQT 978
6137,PEUGEOT,Autre,1,QRA 240
6156,CHRYSLER,Autre,0,602 NLZ
6156,Autres,Autre,0,IY3 357
6164,TOYOTA,Autre,1,YTC 652
6165,MITSUBISHI,Autre,1,SANF 572
6165,SEAT,Autre,1,HD9 982
6165,HONDA,Autre,1,GVYZ-709
6168,HONDA,Autre,1,OU5 394
6173,RENAULT,Autre,1,160 NCZ
6177,TOYOTA,Autre,1,601 507
6177,VOLKSWAGEN,Autre,0,V94 CPS
6182,RENAULT,Autre,0,346 177
6184,FORD,Autre,1,706 VPH
6186,HONDA,Autre,1,AH 0790
6186,NISSAN,Autre,0,HEQ-7153
6189,GM,Autre,0,NVJ-4379
6192,LANCIA,Autre,0,R21 IZH
6194,MAZDA,Autre,1,924 8IL
6197,NISSAN,Rouge,1,58 20PF
6219,BMW,Autre,0,UM 5338
6219,ALFA ROMEO,Autre,0,206624
6219,MERCEDES-B,Autre,0,BQLY 882
6252,RENAULT,Autre,0,078 039
6265,HONDA,Autre,0,FZX 346
6286,HONDA,Rouge,1,YZJ 951
6299,AUDI,Autre,0,QKY 444
6309,VOLKSWAGEN,Autre,0,GHC 123
6313,NISSAN,Autre,1,K11 CIW
6314,VOLKSWAGEN,Autre,0,WEM 819
6314,BMW,Autre,0,DL8 03O
6329,TOYOTA,Autre,1,FI3 08W
6329,RENAULT,Autre,1,KBM41
6338,SAAB,Autre,0,736 1AZ
6340,RENAULT,Autre,1,928843
6355,BMW,Autre,0,RA 2657
6364,VOLKSWAGEN,Autre,0,287 AHU
6383,VOLKSWAGEN,Autre,0,GVGO-133
6391,BMW,Autre,0,KLCH 160
6396,BMW,Autre,0,LU 3687
6417,VOLKSWAGEN,Autre,0,UT6 93T
6419,VOLVO,Autre,1,GVUD-788
6424,FIAT,Autre,1,982 WMS
6424,ALFA ROMEO,Autre,0,203 462
6436,NISSAN,Autre,0,FGA 994
6436,GM,Autre,0,OJD-8517
6438,TOYOTA,Autre,1,094 5QQ
6469,VOLVO,Autre,0,GVFC-179
6469,SAAB,Autre,0,558 8YR
6475,MERCEDES-B,Autre,0,AOK54
6516,VOLKSWAGEN,Autre,1,SY0 03A
6516,TOYOTA,Autre,1,TKO36
6530,GM,Autre,0,RSW 269
6533,VOLKSWAGEN,Autre,1,CQS 117
6537,VOLKSWAGEN,Autre,0,JFY 891
6552,GM,Autre,1,GVBP-101
6562,VOLKSWAGEN,Autre,0,SWGP 767
6572,VOLKSWAGEN,Autre,0,450 872
6577,BMW,Autre,0,044760
6589,FIAT,Autre,0,FDT 314
6590,RENAULT,Autre,1,666 5ST
6590,RENAULT,Autre,0,GVLL-774
6590,NISSAN,Autre,1,MB0 35M
6595,HONDA,Autre,1,M23 CGW
6600,HONDA,Autre,0,A55 NJV
6605,HONDA,Autre,0,TNX-7578
6610,VOLKSWAGEN,Autre,1,XYD 888
6612,BMW,Autre,0,935 NPA
6612,AUDI,Autre,0,461 2NR
6630,FIAT,Autre,1,HTS 194
6630,FIAT,Autre,0,941338
6636,VOLKSWAGEN,Autre,0,DTDG 096
6656,TOYOTA,Autre,1,797 CUO
6660,TOYOTA,Autre,1,YMQC 984
6664,TOYOTA,Autre,1,419 317
6667,FORD,Autre,0,HG0 543
6674,HONDA,Autre,0,AWS68
6706,RENAULT,Autre,1,ZLU 432
6709,VOLKSWAGEN,Autre,1,LYS-6004
6709,HONDA,Autre,1,N31 MZR
6709,HONDA,Autre,0,TVR 371
6710,HONDA,Autre,0,VTI-1882
6720,HONDA,Autre,1,BAG 874
6720,VOLKSWAGEN,Autre,1,276660
6720,DAIHATSU,Autre,1,DL 4266
6748,BMW,Autre,0,155 CYT
6755,TOYOTA,Autre,1,DKD 554
6755,TOYOTA,Autre,0,398 495
6762,AUDI,Autre,0,XZ 9442
6778,RENAULT,Autre,1,T73 MUN
6789,HONDA,Autre,1,456 OKM
6799,TOYOTA,Autre,1,BAZ 168
6803,NISSAN,Autre,0,TWY35
6806,NISSAN,Autre,1,SSS 873
6806,NISSAN,Autre,0,XYW-3087
6813,FORD,Autre,1,BTY 978
6813,FORD,Autre,0,WBR-7885
6815,GM,Autre,0,KE9 671
6831,ALFA ROMEO,Autre,0,IAB-5079
6831,BMW,Autre,0,GVDP-157
6836,HONDA,Autre,1,JG4 904
6836,HYUNDAI,Autre,0,AZ3 61T
6854,VOLKSWAGEN,Autre,0,FTM 708
6863,SAAB,Autre,1,894 913
6863,SAAB,Autre,0,23 18RE
6865,PEUGEOT,Autre,1,GVYR-002
6866,LANCIA,Autre,0,GRO 637
6866,ALFA ROMEO,Autre,0,PCX00
6870,GM,Autre,1,452 214
6870,VOLKSWAGEN,Autre,0,MOA 633
6879,ALFA ROMEO,Autre,1,710 VAI
6897,BMW,Autre,0,55 20EF
6904,VOLKSWAGEN,Autre,0,UB6 850
6915,HONDA,Autre,0,MWS 757
6916,BMW,Autre,0,319 UHA
6917,NISSAN,Autre,0,PBJ-6178
6917,CHRYSLER,Autre,0,022 1FI
6938,SAAB,Autre,0,SS3 75S
6941,TOYOTA,Autre,1,701 482
6944,VOLKSWAGEN,Autre,0,34 36RM
6950,RENAULT,Rouge,1,075 WZL
6950,HONDA,Rouge,0,EE 6621
6950,SKODA,Rouge,0,50 92TV
6951,VOLKSWAGEN,Rouge,1,YC4 41P
6951,FORD,Rouge,1,547 3OE
6951,PEUGEOT,Rouge,0,GVRA-328
6951,FORD,Rouge,0,89 73FZ
6955,VOLKSWAGEN,Autre,0,MO6 72N
6973,PEUGEOT,Rouge,1,JN0 42T
6981,ALFA ROMEO,Autre,0,019 EFW
6990,GM,Autre,1,QGQ 050
6990,Autres,Autre,0,95 21BS
6992,SUZUKI,Autre,1,196 461
6992,VOLKSWAGEN,Autre,0,GVNL-851
7007,Autres,Autre,1,UYE 106
7019,TOYOTA,Autre,1,RHY09
7019,HONDA,Autre,0,WL6 785
7028,MAZDA,Autre,1,609 MNL
7033,VOLVO,Autre,1,113 8VR
7033,MAZDA,Autre,1,348 584
7039,MERCEDES-B,Autre,0,MYB 556
7041,HONDA,Autre,1,102 2YI
7045,VOLKSWAGEN,Autre,0,931 ATJ
7050,NISSAN,Autre,1,KUE-6325
7069,GM,Autre,1,UUQ 404
7075,FORD,Autre,0,NJC-1842
7088,TOYOTA,Autre,0,MLX 665
7088,RENAULT,Autre,0,EO 2195
7090,TOYOTA,Autre,1,RR8 670
7095,BMW,Autre,0,975 2OL
7097,CHRYSLER,Autre,0,WL 2758
7097,AUDI,Autre,0,598 385
7097,SAAB,Autre,0,373 3AW
7109,PEUGEOT,Autre,1,CO0 908
7112,FORD,Autre,1,613258
7113,TOYOTA,Autre,0,IKX-1749
7124,GM,Autre,0,73 62HR
7126,RENAULT,Autre,0,QF 5118
7145,MERCEDES-B,Autre,0,889 1IM
7155,TOYOTA,Autre,0,842 PZV
7162,AUDI,Autre,0,40 34GH
7162,HONDA,Autre,0,885 9WM
7170,VOLKSWAGEN,Autre,0,728 WBN
7180,RENAULT,Autre,1,FD 1062
7180,BMW,Autre,1,FVZ 902
7188,MITSUBISHI,Autre,0,YO 4651
7189,HONDA,Autre,0,PDR-7289
7196,HONDA,Autre,1,YF9 353
7205,AUDI,Autre,0,366 178
7207,SUZUKI,Autre,1,IY 2424
7207,RENAULT,Autre,1,ASXR 087
7207,NISSAN,Autre,1,ZXF 543
7207,GM,Autre,1,MA 1387
7207,SEAT,Autre,1,VZXQ 146
7226,PEUGEOT,Autre,0,RS8 982
7226,GM,Autre,0,653454
7229,HONDA,Autre,1,TK2 24M
7237,GM,Autre,1,F20 ZQI
7237,RENAULT,Autre,1,HKC 703
7237,FIAT,Autre,1,85 51YT
7237,GM,Autre,0,115265
7240,PEUGEOT,Autre,1,OZQ55
7240,PEUGEOT,Autre,0,BQE 718
7244,VOLKSWAGEN,Autre,1,BYC 715
7247,HONDA,Autre,1,WU4 028
7249,TOYOTA,Autre,1,PA2 72I
7249,PEUGEOT,Autre,1,MRI 429
7253,GM,Autre,0,DNPZ 271
7255,FORD,Autre,0,KN3 13E
7259,NISSAN,Autre,1,VED 120
7260,RENAULT,Autre,1,BRX 257
7260,CHRYSLER,Autre,1,GGBN 893
7260,TOYOTA,Autre,0,QOMJ 915
7267,BMW,Autre,0,404 TTQ
7275,FIAT,Rouge,1,NT0 06U
7276,TOYOTA,Autre,1,N93 MKH
7278,PEUGEOT,Autre,1,KO 4285
7278,ROVER,Autre,0,I51 ZYT
7287,TOYOTA,Autre,1,JB0 77H
7293,FORD,Autre,1,796 ONO
7293,FORD,Autre,0,657 4BI
7297,NISSAN,Autre,0,111 DIF
7297,PEUGEOT,Autre,0,XB 0130
7298,HONDA,Autre,0,970648
7298,VOLVO,Autre,0,LXR74
7299,RENAULT,Autre,0,G29 TJL
7305,PEUGEOT,Autre,0,RFWQ 433
7305,PEUGEOT,Autre,1,AHQ 324
7305,HONDA,Autre,0,550 HYK
7313,RENAULT,Autre,1,496 4BH
